,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299
10,60,27,29,55,42,27,21,49,52,24,47,25,39,21,22,67,23,60,37,41,73,26,27,57,56,26,26,21,49,27,64,44,37,53,21,23,77,23,34,53,58,65,34,27,33,64,36,41,35,49,48,34,62,25,39,37,41,73,66,33,29,32,23,68,35,39,26,40,21,22,30,60,66,34,76,59,47,40,66,55,24,42,41,31,46,64,43,30,72,32,47,66,23,30,28,43,78,26,38,53,58,26,27,40,36,32,50,47,28,44,37,22,32,29,36,35,30,29,22,48,76,55,41,32,28,44,45,58,24,53,31,78,71,56,27,25,38,78,23,64,40,21,43,55,46,26,52,68,24,63,45,69,39,29,23,26,36,75,36,46,21,60,39,53,30,37,71,66,65,53,64,51,47,24,61,47,40,22,26,60,27,39,34,21,36,44,46,27,67,64,36,57,68,23,34,21,22,22,28,29,24,28,45,38,27,26,23,57,33,50,27,48,21,69,45,32,23,52,48,29,42,33,34,78,35,28,52,36,37,76,77,63,50,74,23,39,77,27,46,22,22,66,25,74,37,42,32,58,35,51,72,22,78,76,56,42,28,41,40,33,45,27,38,46,30,73,26,29,34,28,69,45,51,23,32,31,24,49,47,44,28,48,54,23,23,63,51,67,64,37,25,23,43,62,23,28,26,42,55,50
11,45,30,51,21,51,54,36,71,22,38,24,62,58,44,66,48,29,43,48,24,27,23,39,73,31,24,48,34,25,42,31,61,47,56,25,26,41,33,24,21,62,22,48,33,65,36,68,35,32,44,24,40,71,27,25,37,54,43,26,64,77,46,39,36,31,46,72,65,47,31,48,59,40,49,53,23,51,50,52,21,29,26,62,21,52,78,30,21,49,40,37,64,57,54,75,51,36,29,28,45,31,37,35,50,25,40,70,36,31,29,69,48,59,36,74,26,35,30,57,21,57,64,46,31,25,32,22,28,23,40,26,28,22,27,38,61,26,29,34,72,60,36,21,35,57,67,36,46,24,59,39,22,66,38,42,25,27,28,48,62,22,61,77,55,45,25,58,22,74,78,23,59,33,39,39,32,50,52,45,34,55,21,35,42,25,22,64,38,47,27,54,36,47,35,40,65,51,29,30,29,24,57,63,28,42,36,34,26,63,52,55,23,47,40,27,48,34,35,25,47,31,32,46,21,73,74,72,40,22,37,37,26,57,75,65,52,22,52,61,28,24,60,57,73,46,32,60,37,22,28,31,76,59,25,48,44,58,25,55,50,32,66,35,42,36,36,45,27,22,61,69,21,69,35,71,21,59,67,28,27,32,74,38,21,54,42,40,26,66,41,22,26,44,46,41,75,21,36,60,64
12,26,24,22,41,48,46,26,29,21,24,40,26,39,68,48,58,23,36,63,30,26,44,29,23,69,71,22,29,46,33,59,37,44,27,23,49,71,60,23,23,27,49,28,78,77,41,42,54,43,29,66,73,60,37,27,30,57,72,52,63,30,56,42,21,25,22,77,44,23,46,27,56,32,29,76,23,47,23,24,78,45,31,25,33,41,29,73,59,66,28,48,30,39,72,42,23,73,31,33,78,26,63,50,66,31,34,21,23,46,40,33,23,52,28,41,53,36,23,71,36,31,55,27,44,21,27,24,63,35,64,46,74,51,23,57,42,54,77,33,25,65,26,47,45,45,41,41,30,60,42,34,44,27,75,25,30,74,45,74,46,34,30,28,26,32,32,36,46,33,34,21,31,38,60,21,53,23,38,44,28,29,25,59,44,22,34,42,46,54,34,41,43,38,49,52,29,29,32,72,32,59,34,55,39,27,71,34,28,49,35,22,46,47,65,28,51,33,25,48,29,35,38,33,34,58,32,40,28,63,43,25,22,37,58,29,45,29,60,34,22,21,25,25,34,39,53,46,78,32,70,26,28,26,38,34,21,58,39,42,51,35,41,38,51,65,40,29,32,22,32,26,26,65,49,31,70,64,32,61,64,68,29,42,31,23,62,45,50,42,39,57,44,31,21,43,35,46,76,22,49
13,43,21,23,23,28,78,27,49,64,22,66,31,36,30,26,26,30,24,75,38,36,64,40,33,68,59,78,32,24,75,48,27,44,27,24,25,74,24,65,25,27,24,22,36,22,47,38,73,22,33,63,23,42,35,32,57,39,30,68,72,37,23,22,49,27,74,49,38,76,62,51,39,45,67,74,21,37,26,37,65,25,66,29,40,23,35,29,24,22,35,22,52,55,27,33,26,27,25,69,33,39,63,28,34,28,39,72,31,77,58,37,35,22,36,39,69,32,37,73,52,61,28,39,23,25,26,28,33,22,25,23,34,21,47,66,76,69,51,66,24,71,24,26,52,25,22,53,23,32,23,34,61,26,23,39,25,71,46,42,74,35,43,67,74,34,46,40,65,44,54,24,56,70,45,26,27,33,43,36,34,42,34,41,41,47,28,74,21,36,75,41,61,74,42,58,65,29,29,35,30,32,32,46,69,23,61,36,35,21,21,28,77,26,76,70,23,27,68,49,40,68,61,27,56,44,28,40,30,47,66,56,23,61,59,47,37,34,24,42,60,62,28,53,60,31,21,63,64,65,22,32,41,21,66,23,38,25,33,45,21,45,30,22,68,30,77,39,48,50,30,49,55,63,32,29,64,30,40,60,45,76,24,53,23,31,61,58,33,25,27,33,43,66,39,30,65,21,69,31,28
14,44,44,46,70,78,76,38,57,27,47,21,26,27,21,53,66,25,58,27,28,49,34,53,74,21,45,53,76,41,35,27,34,39,71,73,27,32,77,58,38,21,36,51,62,22,27,28,54,53,28,23,50,24,62,51,48,22,38,43,68,33,53,21,21,29,35,70,44,32,30,37,61,41,31,21,53,39,23,30,71,77,57,32,21,21,60,48,28,43,23,66,50,55,29,22,21,35,28,60,73,31,66,28,27,22,50,34,55,25,33,28,34,34,23,23,67,47,51,29,22,59,25,41,71,21,76,45,31,47,26,31,33,43,21,42,21,41,23,59,60,60,33,48,51,31,23,41,64,46,30,39,22,47,28,26,45,22,22,66,22,26,56,40,53,21,53,58,62,24,29,58,26,52,34,29,48,56,71,27,29,52,26,30,60,57,43,28,63,35,56,39,35,46,22,21,41,67,55,43,44,63,68,56,23,25,61,24,29,27,30,32,51,62,47,76,21,67,27,59,21,78,27,25,42,71,33,34,37,71,69,23,71,60,75,46,78,23,61,59,32,44,30,22,71,77,37,45,71,33,44,29,29,43,22,28,44,35,70,24,47,24,36,65,38,27,37,64,38,33,43,78,30,48,24,53,24,40,27,67,40,21,38,21,21,44,25,31,40,64,58,21,75,62,55,52,23,65,59,21,37
15,27,21,43,49,36,45,22,59,28,76,32,46,49,56,38,66,54,33,61,29,26,67,55,45,34,58,22,30,28,23,36,31,23,25,30,51,26,24,29,48,27,36,23,41,25,26,22,32,73,48,26,48,21,76,39,27,27,50,39,27,41,28,70,22,50,52,24,47,36,64,22,55,53,31,37,41,33,75,55,29,21,48,22,52,58,54,28,25,42,27,37,30,23,65,39,29,36,24,25,26,44,28,57,55,26,35,42,34,35,53,62,44,64,23,21,42,52,56,31,30,58,32,68,34,69,42,31,47,70,61,22,52,26,48,26,34,21,34,29,53,45,46,27,24,26,23,28,51,21,31,46,50,42,30,35,61,66,44,28,23,26,22,21,27,34,26,48,62,60,50,76,29,35,24,30,22,27,35,31,21,35,29,25,36,23,71,47,45,39,46,40,32,48,34,24,28,62,24,59,48,38,33,41,30,21,52,24,61,23,22,47,30,52,78,42,64,27,29,52,54,25,61,37,56,43,37,37,53,22,74,26,42,60,51,47,55,46,27,71,32,32,31,25,43,44,62,22,60,29,22,41,25,28,23,21,73,60,26,23,30,44,29,22,52,21,75,41,30,40,30,40,72,45,69,50,38,65,73,66,22,37,22,74,56,44,57,21,28,55,53,31,49,52,31,22,55,62,25,37,77
16,72,36,65,40,31,28,23,36,30,36,24,78,22,39,29,24,65,38,31,28,67,25,36,29,27,75,27,78,63,41,48,48,32,34,21,44,68,26,35,43,35,49,73,78,32,56,78,30,43,51,27,49,70,54,47,33,29,44,26,28,47,30,75,39,49,46,45,33,51,78,50,46,52,71,30,38,41,29,26,35,48,21,76,48,30,48,22,29,23,43,21,31,31,22,26,50,37,29,72,36,44,25,43,24,44,37,47,24,70,32,22,40,64,28,75,57,24,43,69,27,58,67,52,50,33,44,75,23,64,30,41,48,75,39,39,38,54,61,23,23,28,41,52,53,53,30,23,22,71,56,27,67,37,63,26,28,23,34,52,75,52,65,46,76,34,54,76,65,44,66,48,34,76,61,69,26,42,58,43,32,74,28,32,30,73,41,36,68,44,39,73,28,29,32,34,28,26,24,61,25,67,47,29,57,58,23,53,61,30,43,23,36,72,50,77,21,65,50,72,25,53,24,45,29,29,40,23,22,29,22,69,22,36,31,62,23,33,45,27,55,38,77,39,36,28,42,40,31,62,62,34,50,52,74,46,30,22,64,39,43,44,30,56,24,31,49,29,23,21,74,54,44,43,32,64,57,39,30,57,40,26,21,52,70,63,41,46,53,32,35,28,55,45,46,30,42,36,43,23,31
17,51,41,73,66,74,53,31,27,48,66,55,46,28,26,64,26,37,49,29,31,49,22,21,34,57,75,45,47,23,45,53,55,36,59,22,57,50,31,35,25,32,35,28,58,35,47,64,21,33,39,69,43,23,33,29,35,56,23,62,65,47,34,48,31,35,64,77,66,28,40,68,47,25,28,38,35,27,27,30,44,67,61,46,35,39,59,32,23,77,27,36,43,63,51,32,58,59,42,46,56,27,51,28,71,44,34,30,32,29,38,73,73,32,69,26,34,34,38,28,32,32,66,24,71,46,33,31,56,21,25,50,27,30,47,60,43,59,60,35,27,45,75,24,48,23,42,21,33,24,71,57,48,35,68,55,61,29,68,63,73,74,51,46,35,25,77,29,29,68,39,60,76,70,77,70,36,24,63,30,58,40,66,42,33,29,29,72,51,29,62,28,25,56,33,36,23,29,23,25,43,34,78,24,52,61,43,28,22,67,52,30,32,38,30,52,62,64,39,66,63,43,33,22,35,53,36,32,72,40,44,31,65,75,37,25,72,32,53,28,29,54,31,46,43,60,32,34,23,21,37,29,51,39,50,30,77,29,29,71,52,42,42,33,63,28,70,58,37,33,72,24,40,21,52,24,64,63,24,32,23,64,21,21,25,24,21,68,27,63,30,25,66,37,50,53,33,25,63,78,60
18,37,43,63,48,25,58,26,36,27,29,49,31,49,61,73,29,46,40,40,51,51,44,62,59,73,22,28,46,50,67,63,28,26,38,53,31,24,42,35,34,64,45,34,67,24,21,23,44,27,32,37,57,40,70,49,26,53,32,22,27,57,50,41,42,26,34,46,70,63,45,37,57,47,66,69,23,39,46,25,51,74,22,39,46,39,35,24,37,25,32,66,38,22,22,61,76,49,25,64,25,40,24,26,51,73,49,61,31,60,72,43,26,71,43,48,23,71,22,71,30,50,66,49,33,49,29,26,33,26,74,23,25,29,45,52,28,36,31,71,50,31,74,38,21,62,74,32,23,56,36,35,26,65,45,31,30,61,35,21,33,58,46,40,23,50,70,39,44,32,57,40,74,66,29,69,28,30,23,26,25,32,30,76,35,29,34,53,45,32,27,75,29,30,52,51,52,69,63,28,22,32,66,38,29,45,40,25,23,45,26,60,40,76,22,59,53,21,26,41,71,35,23,44,60,34,23,27,31,36,26,22,29,47,27,24,75,61,44,23,42,69,22,53,46,47,77,54,31,45,68,64,37,22,63,70,28,56,48,21,62,22,44,24,59,47,30,30,23,26,59,67,27,37,22,58,42,72,48,39,42,40,56,22,44,53,48,48,57,40,27,44,26,60,24,73,25,23,21,62,65
19,34,29,30,37,73,26,40,30,38,29,29,24,31,64,65,37,73,33,63,32,31,54,59,68,24,48,52,48,52,59,66,49,40,60,62,35,74,27,64,41,76,23,64,64,28,30,31,26,44,32,58,21,67,64,35,22,44,23,59,28,68,75,26,22,30,75,62,63,40,24,45,25,42,52,22,43,22,60,39,35,35,35,53,26,45,49,40,50,46,23,26,22,33,38,49,32,67,61,44,23,76,32,62,22,37,22,38,48,22,40,23,23,24,22,22,39,25,46,36,39,36,35,62,53,57,57,42,74,54,39,58,37,21,27,59,34,23,23,52,32,36,46,57,23,25,68,57,57,50,38,22,65,41,57,25,36,35,26,33,36,31,65,24,33,60,39,57,41,36,27,21,24,47,22,60,65,29,23,23,31,21,44,32,26,62,22,43,44,40,22,21,22,28,27,66,41,29,53,76,22,55,27,29,65,60,31,34,43,66,55,58,37,26,22,73,55,27,52,39,75,34,57,21,50,34,47,43,42,24,35,77,59,21,26,47,21,40,41,46,53,22,69,26,24,60,46,65,52,55,29,24,46,41,29,37,43,66,54,40,43,60,24,58,47,21,33,41,25,52,25,45,49,32,69,76,41,31,61,44,34,72,26,45,57,41,40,50,55,52,47,45,29,32,69,25,62,40,28,31,30
