,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299
10,58,59,54,31,54,48,28,29,38,21,21,30,33,29,33,42,69,31,56,23,59,51,67,55,52,30,38,28,28,29,24,22,41,30,35,44,41,28,30,21,38,59,55,31,33,62,73,25,40,62,64,23,42,31,25,27,30,44,28,32,31,23,50,30,63,32,21,52,68,53,26,37,51,40,72,62,51,38,71,62,72,43,51,71,41,30,64,29,44,28,27,47,33,40,22,45,26,29,51,74,54,26,27,66,38,21,33,43,43,25,27,59,58,46,44,37,32,73,26,26,73,25,41,50,40,48,25,26,45,72,25,24,47,67,49,23,38,72,42,24,24,65,51,65,72,36,72,75,28,24,41,48,29,26,47,58,45,21,37,65,51,40,39,49,29,52,36,31,35,30,69,22,27,71,41,27,34,30,55,53,21,42,38,36,28,47,75,49,46,26,30,26,59,51,74,45,69,34,50,67,69,68,41,31,52,60,43,24,71,43,55,57,53,38,31,27,48,40,37,21,25,60,31,42,29,51,29,38,69,22,23,65,38,52,33,44,30,68,47,40,30,59,66,34,69,22,70,33,37,22,59,66,35,21,23,34,25,61,34,23,21,52,41,42,72,27,32,58,75,43,59,33,33,54,63,22,28,35,62,51,32,32,30,59,45,22,70,62,44,45,26,34,63,28,34,55,26,46,71,41
11,43,59,21,42,48,25,23,25,25,30,30,61,26,74,31,32,36,39,55,45,59,50,65,32,63,47,32,29,28,60,48,30,23,38,49,23,53,39,22,56,51,74,39,26,28,42,31,42,52,70,24,40,55,27,67,23,26,55,23,68,66,56,31,36,26,23,29,43,45,24,31,25,32,46,49,27,69,47,45,58,54,33,48,59,42,45,29,27,29,36,58,44,35,38,24,26,37,40,34,36,22,25,27,31,26,28,21,61,74,49,25,26,46,38,56,46,70,34,38,72,56,75,38,26,34,43,30,34,54,31,42,45,21,28,24,54,28,66,29,35,22,72,21,44,66,34,49,31,33,28,64,72,27,70,50,58,38,27,37,47,37,56,49,41,39,69,62,21,59,21,24,24,62,54,59,69,35,41,39,35,23,46,26,37,57,37,69,36,45,31,22,51,31,54,62,24,29,57,36,53,24,31,49,42,46,52,49,26,26,23,37,66,42,41,21,23,48,28,72,21,72,65,34,66,28,26,44,53,38,63,47,47,40,26,70,30,44,50,39,46,34,38,43,31,50,33,71,24,46,70,26,35,54,64,26,47,23,23,48,35,25,42,23,21,53,42,58,29,25,43,24,21,44,27,40,33,37,28,51,47,36,29,22,56,35,63,28,63,67,24,37,22,23,36,69,55,33,32,28,67
12,42,29,38,22,49,26,29,74,22,33,45,55,39,48,75,52,65,62,60,24,26,27,37,57,45,39,36,32,67,25,60,40,55,45,36,40,40,39,24,51,55,34,73,67,23,36,22,47,22,59,30,31,43,35,35,22,35,62,52,31,62,23,29,23,29,52,47,23,32,36,47,33,28,22,57,69,39,31,43,45,41,51,44,21,29,30,29,25,31,27,48,57,23,73,29,22,73,30,67,67,72,39,32,25,26,71,49,40,29,23,62,30,35,65,35,51,29,25,48,49,60,34,22,27,26,23,56,50,70,24,22,26,24,56,45,65,36,42,37,62,21,49,35,61,36,21,70,69,24,45,62,49,22,37,47,22,27,54,38,53,74,69,43,40,22,22,30,46,34,57,58,21,37,41,30,23,29,22,34,29,33,29,34,28,50,64,61,41,30,60,21,43,35,21,25,32,21,67,54,36,25,27,74,22,52,59,24,51,34,25,28,22,53,39,66,25,34,22,53,60,61,46,50,24,37,41,72,41,35,39,39,38,68,29,23,56,52,74,33,55,63,59,57,35,64,24,72,65,28,43,26,48,48,47,55,48,30,21,66,37,50,37,59,44,24,48,38,61,37,23,51,34,23,65,38,52,74,52,45,40,53,37,32,28,23,30,36,25,58,21,43,39,25,28,54,43,28,46,21,63
13,40,58,46,50,40,74,28,34,44,24,52,21,57,27,26,75,70,23,36,26,71,21,27,27,32,57,22,65,49,57,66,34,67,54,69,27,22,63,44,50,65,52,65,42,34,22,25,22,71,55,37,22,33,28,55,36,34,39,21,28,59,69,45,54,21,59,24,57,49,56,32,60,42,62,31,31,29,31,21,46,47,43,31,58,42,30,36,38,33,44,28,66,52,35,38,34,29,23,39,63,25,45,25,24,48,26,72,37,38,35,27,69,41,62,31,39,29,58,39,38,24,37,22,74,31,46,40,57,45,32,32,26,35,47,60,38,39,35,31,21,23,27,33,72,28,28,29,29,29,26,35,69,37,47,25,31,23,69,60,21,31,49,25,32,22,32,59,25,47,27,60,51,23,63,35,53,63,56,57,51,56,55,73,58,51,33,49,59,45,32,31,62,29,49,32,44,21,31,35,47,57,54,58,32,28,44,24,23,70,22,35,57,22,21,30,45,70,46,36,64,58,42,58,31,38,31,35,25,28,22,22,69,61,31,25,22,37,27,41,28,38,29,33,68,52,52,22,68,73,73,23,41,29,25,56,44,48,22,44,25,66,34,67,60,41,46,37,70,24,50,47,41,72,23,55,30,74,31,48,48,68,51,26,23,57,43,47,28,40,33,72,37,24,27,73,53,25,42,47,35
14,35,67,51,22,69,25,59,56,55,40,49,52,21,44,48,26,30,47,22,32,36,31,35,53,50,58,30,37,54,28,22,67,48,37,31,23,27,27,30,75,25,63,47,23,44,24,74,38,49,42,30,21,57,40,56,37,38,34,39,68,69,22,69,33,37,71,34,26,51,73,49,50,42,28,27,34,44,47,63,37,52,75,37,22,47,46,52,53,25,29,27,55,35,30,35,41,52,24,26,63,64,25,29,60,28,58,60,70,38,27,24,74,62,26,55,31,30,32,38,29,27,34,53,45,32,52,24,48,23,64,28,66,22,33,27,30,50,26,38,72,25,34,61,41,25,29,75,38,33,33,23,55,43,24,35,73,21,72,27,24,38,35,24,29,21,42,28,30,31,22,24,24,39,22,22,29,29,25,23,41,23,44,50,40,22,53,28,36,65,32,36,46,38,75,74,29,59,34,21,27,56,33,73,30,59,43,73,26,51,46,23,66,28,47,47,63,25,60,25,30,24,22,49,24,71,28,62,23,37,71,23,27,34,48,30,63,30,38,27,33,47,53,72,71,40,27,25,31,55,44,37,47,35,32,34,29,54,67,43,36,38,26,43,60,44,25,58,48,38,24,66,58,46,23,34,68,33,42,44,33,26,38,40,27,26,27,40,65,28,47,22,50,55,43,46,28,21,62,52,34
15,21,61,71,31,65,26,31,24,35,56,25,28,24,23,23,21,28,41,23,66,62,74,33,68,37,27,44,38,70,45,30,23,38,32,37,27,33,21,27,26,25,53,69,38,22,59,74,41,56,44,74,38,29,29,41,22,69,38,21,29,57,29,46,69,54,67,21,24,28,22,65,46,39,45,40,51,74,42,33,37,23,44,42,42,37,67,50,34,53,51,56,73,57,25,24,25,60,47,43,21,23,31,43,49,29,46,48,58,35,49,37,27,62,37,31,39,51,38,39,65,34,27,66,53,34,21,71,34,70,35,47,41,39,46,36,21,40,59,21,24,27,51,60,46,29,26,22,26,26,51,74,28,52,26,56,57,28,47,40,25,49,51,43,22,51,68,38,50,36,22,26,32,43,38,26,25,23,49,73,53,36,33,50,42,38,42,21,75,65,45,28,66,36,41,28,74,45,35,73,75,32,26,21,35,42,24,22,24,24,44,47,23,69,21,21,22,42,42,25,51,66,32,70,25,35,39,52,21,46,38,62,67,29,28,30,37,72,40,40,55,29,57,40,61,23,70,26,23,31,52,35,41,67,34,66,42,36,25,59,30,40,26,25,58,73,29,50,53,29,32,58,74,42,61,24,25,38,56,30,23,61,26,29,35,22,71,21,33,46,21,25,21,34,47,57,52,67,38,50,74
16,24,25,22,55,40,68,30,64,36,53,21,22,22,24,36,30,71,34,21,33,28,25,44,22,38,39,64,66,48,62,47,49,49,33,38,68,60,37,31,30,64,46,36,72,47,50,38,26,71,30,66,47,35,39,22,30,73,30,44,31,21,54,43,30,40,34,33,25,73,21,69,22,40,28,41,34,68,44,33,22,22,50,70,44,23,69,40,35,36,38,29,68,32,24,41,37,28,53,51,32,35,35,62,66,45,56,27,43,61,24,67,46,40,55,34,62,23,69,54,72,47,47,53,26,43,39,43,42,29,68,51,50,42,26,65,33,69,64,47,22,66,40,39,41,39,52,75,37,45,64,44,70,28,21,27,37,37,28,39,56,21,62,55,24,36,50,33,60,27,48,29,43,27,21,35,47,30,63,37,43,38,44,39,27,63,63,41,26,32,62,22,67,29,54,24,75,38,27,28,45,54,55,35,21,36,62,25,31,61,26,40,23,54,28,43,39,67,57,69,57,37,71,32,30,39,51,66,44,24,74,29,54,54,23,48,63,32,61,35,61,59,33,51,33,30,21,59,69,24,61,40,31,38,73,36,45,28,27,44,30,24,43,68,22,32,24,26,28,21,72,24,35,74,43,67,31,49,30,41,31,21,43,28,31,33,33,29,23,35,41,42,74,39,49,71,25,37,71,61,32
17,31,37,58,34,48,49,43,34,33,34,28,52,36,22,56,29,21,25,58,60,45,29,40,21,27,22,68,54,30,45,28,46,45,28,64,39,71,63,56,47,22,25,25,36,39,62,29,57,54,32,31,28,37,69,57,52,21,22,29,47,33,25,37,48,53,38,35,38,65,29,37,42,48,25,25,34,48,35,47,70,62,29,28,27,42,38,59,31,65,25,59,47,44,39,47,32,21,59,70,56,31,47,69,56,63,30,25,24,47,39,26,21,46,63,50,33,36,21,53,39,24,28,31,22,32,29,28,34,25,27,23,31,66,64,32,58,21,32,37,27,24,23,50,67,51,62,25,21,24,32,36,60,29,75,59,50,52,31,72,34,63,71,26,43,73,73,42,49,55,30,22,35,23,56,24,55,27,64,23,44,49,43,70,23,29,47,69,29,24,51,40,68,70,29,46,21,42,64,59,37,56,46,58,42,38,63,36,38,26,30,23,29,23,46,34,33,40,22,28,75,53,41,22,54,38,27,41,53,48,29,25,65,26,33,24,42,31,68,21,45,73,73,62,32,56,74,68,48,63,52,40,55,73,55,22,34,49,30,36,23,72,22,24,22,38,72,60,69,47,65,67,31,58,58,31,44,39,32,40,44,45,27,23,38,23,56,30,64,44,33,56,38,35,58,38,28,32,48,59,74
18,35,23,71,30,33,21,22,73,29,54,43,75,29,44,44,27,24,41,45,62,56,49,21,23,25,26,51,34,24,54,38,22,21,68,32,21,39,31,51,31,30,39,34,57,39,23,62,23,38,44,22,29,59,38,39,41,39,25,58,46,32,29,47,34,28,50,48,21,39,25,34,35,70,26,68,56,29,32,59,47,34,74,48,33,30,42,26,38,60,51,45,25,35,54,23,55,37,26,49,28,63,34,40,33,24,51,24,69,72,35,67,60,26,47,39,56,48,71,24,56,26,42,60,22,41,32,21,42,36,28,21,63,52,56,22,50,68,28,56,33,43,25,61,41,62,35,25,28,22,29,22,51,28,47,50,26,42,21,62,43,28,44,53,52,71,27,25,27,50,48,35,39,53,33,24,75,74,28,39,31,28,51,41,71,60,22,34,23,23,31,22,21,53,25,25,25,26,68,65,21,62,45,25,22,36,24,50,24,39,51,29,21,21,35,38,22,60,27,50,38,41,71,29,63,63,26,58,74,21,38,22,63,63,36,26,39,31,73,45,22,21,34,54,51,54,30,71,23,42,24,26,50,31,23,60,22,59,24,53,23,29,49,23,28,71,39,52,61,34,38,27,22,24,65,23,23,47,21,38,52,31,58,65,23,35,64,48,45,58,33,59,36,24,60,34,25,52,25,30,30
19,62,67,48,34,71,31,40,64,51,70,42,24,32,23,43,39,38,62,50,33,49,61,34,46,56,30,42,27,42,23,22,33,23,55,60,58,21,21,30,47,27,50,56,69,32,51,42,27,41,30,64,38,41,39,59,44,47,34,27,54,26,26,27,53,73,49,29,51,25,68,35,24,48,28,39,67,44,21,34,41,21,31,42,48,23,33,21,74,34,31,36,42,75,22,50,38,62,42,44,54,38,44,64,46,59,28,30,59,34,58,55,34,44,31,21,24,28,28,43,44,32,65,35,45,36,65,43,29,35,21,46,43,26,68,29,21,62,31,38,49,57,63,24,45,32,31,43,36,24,31,22,36,23,26,25,21,25,53,68,40,42,21,38,40,35,29,61,44,24,67,34,40,24,40,50,22,71,50,55,31,64,47,22,31,60,63,32,52,27,38,22,57,72,53,38,47,24,68,53,53,34,40,41,41,29,69,30,31,30,28,25,53,36,46,23,46,49,68,45,57,40,26,25,43,50,41,24,64,41,24,47,42,73,54,67,34,38,39,26,64,25,23,22,53,41,39,23,24,61,25,43,61,75,63,27,56,37,67,50,28,63,23,57,29,75,35,23,27,59,43,34,33,30,73,26,31,41,24,27,69,24,59,21,27,56,27,52,31,29,46,38,26,55,35,24,42,23,51,21,28
