,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299
10,20,46,25,34,47,35,44,53,18,46,63,35,46,54,64,45,41,47,38,27,23,22,44,58,37,27,70,37,60,28,36,40,42,24,19,21,45,29,44,65,18,24,44,42,56,24,53,27,43,23,34,25,38,50,59,42,20,32,51,19,23,63,62,50,22,27,22,20,72,35,57,53,58,65,35,19,42,70,65,22,25,48,38,35,66,47,75,35,26,64,18,62,38,63,28,25,48,28,25,47,35,42,60,67,30,18,51,33,21,57,73,75,21,53,36,23,35,24,19,24,58,48,43,55,72,53,64,34,22,72,35,21,52,24,49,49,60,31,24,29,21,26,18,27,19,29,50,51,58,48,62,26,62,21,26,49,34,18,24,47,24,72,18,26,55,52,53,61,18,50,18,32,22,42,61,42,62,63,29,38,44,67,74,47,54,18,20,69,20,71,27,35,73,31,59,35,27,53,29,75,56,57,53,56,63,60,46,18,30,20,36,26,39,19,60,41,50,32,34,65,18,19,41,24,63,23,65,30,35,34,36,44,30,23,20,25,19,57,68,41,55,42,18,31,35,38,25,51,40,54,62,32,39,19,22,59,72,25,64,75,54,72,57,32,24,26,30,64,70,61,47,35,73,22,25,34,30,19,31,35,31,21,37,62,30,29,28,71,44,36,60,30,24,31,68,58,23,26,44,41
11,73,21,22,36,62,27,35,20,38,69,25,38,41,71,25,60,42,19,48,22,37,37,60,27,35,23,52,20,41,36,31,26,70,74,36,22,67,62,29,32,51,67,20,67,34,20,33,27,24,34,30,48,18,34,33,53,22,32,59,31,46,18,69,51,67,26,62,75,20,65,72,23,61,19,48,25,25,31,34,21,27,39,24,24,56,37,23,21,48,33,28,21,60,21,24,54,30,22,26,63,30,36,42,19,70,29,43,21,19,20,55,30,27,21,31,29,26,58,22,29,34,20,71,37,23,58,75,58,61,18,29,48,61,38,42,47,22,31,60,62,29,49,50,33,71,45,19,25,67,26,28,30,24,23,75,49,62,67,54,24,36,38,38,50,18,36,30,72,27,75,27,25,53,32,28,33,35,20,47,34,49,55,24,69,53,31,44,18,62,19,26,36,53,19,18,25,29,23,40,54,67,47,28,59,73,23,27,22,60,37,71,30,34,74,23,21,37,36,43,24,46,23,64,30,21,52,52,39,28,61,22,26,58,27,41,32,68,43,25,69,70,39,55,74,31,23,44,61,44,22,38,18,67,45,32,39,35,49,24,21,60,26,37,52,28,31,56,68,32,21,71,27,55,41,26,36,24,21,20,33,32,19,23,28,24,31,28,26,36,30,23,31,49,20,49,24,66,39,19,72
12,22,65,59,43,35,48,18,41,56,34,31,35,38,23,60,21,27,36,66,24,32,49,22,28,40,33,50,61,47,37,18,27,19,75,27,53,19,67,38,39,34,31,38,36,75,36,45,33,70,40,22,55,66,30,58,59,46,32,18,26,72,24,49,20,27,50,60,46,34,35,47,22,27,24,38,24,47,31,75,18,27,54,43,62,33,36,41,20,20,75,20,21,75,27,22,70,19,43,33,29,60,49,48,31,32,48,22,25,18,25,40,20,20,51,18,24,37,20,37,70,46,37,23,26,33,34,27,28,65,26,75,25,36,54,30,39,30,18,44,22,57,50,69,24,22,34,54,20,35,39,45,41,59,25,66,44,37,19,36,30,43,24,22,69,34,26,74,21,37,51,28,20,48,44,27,18,44,31,23,30,56,18,19,19,69,49,22,36,49,72,52,73,75,45,60,74,22,27,29,50,39,37,29,24,26,58,23,35,38,22,29,26,33,55,25,40,73,24,19,18,36,24,54,34,20,65,19,69,36,50,58,28,65,37,40,73,34,66,63,46,26,39,18,59,58,53,23,21,63,49,18,18,20,74,74,28,56,72,74,74,21,20,26,47,49,23,74,73,25,27,36,52,47,51,55,39,20,35,22,20,44,30,24,59,23,42,62,31,44,59,69,31,62,37,71,25,30,41,22,36
13,29,31,31,27,29,27,37,74,21,24,25,26,24,19,22,36,21,35,50,70,58,20,37,60,65,20,56,53,64,28,58,62,60,59,20,56,19,51,65,56,62,70,21,75,38,60,69,38,28,23,75,59,47,65,19,20,29,26,45,56,30,46,42,70,74,42,56,29,31,30,24,27,55,39,24,34,49,51,20,31,51,38,31,50,18,32,26,27,26,36,49,20,26,21,60,34,49,26,43,70,25,42,28,31,26,18,28,54,48,64,68,41,61,54,49,57,32,33,70,52,59,46,30,28,21,46,36,50,29,70,48,41,31,21,69,66,59,28,33,21,30,45,23,19,70,57,34,45,26,33,41,37,28,57,72,38,36,49,35,31,52,39,72,74,50,72,55,28,59,46,36,39,74,18,24,31,29,34,19,21,70,37,20,32,68,29,66,25,64,51,32,54,24,32,51,43,71,44,57,65,55,20,49,26,71,45,30,39,49,35,32,42,18,42,31,29,66,58,24,39,21,57,27,24,61,59,28,47,27,59,34,51,50,31,61,35,72,34,30,20,53,19,22,38,22,18,35,59,24,61,61,47,63,48,19,18,19,73,48,26,47,35,65,33,38,19,74,34,67,24,20,23,20,69,53,27,23,28,31,29,52,71,42,46,42,63,64,53,27,25,32,20,32,66,41,45,22,19,41,47
14,41,65,43,38,63,62,27,55,22,62,50,23,61,36,35,47,33,44,25,49,40,37,36,44,21,34,28,51,19,21,54,18,21,53,36,19,30,51,28,26,44,34,32,20,29,29,29,44,42,24,54,20,18,54,70,71,47,28,25,61,27,22,31,38,33,22,62,28,57,46,29,21,29,48,18,18,66,32,22,35,21,57,23,35,32,49,51,35,53,67,26,65,30,28,74,32,53,26,19,30,32,57,31,26,45,19,28,66,30,31,43,42,56,44,25,40,37,36,21,24,43,31,34,48,47,27,43,33,44,18,23,61,26,39,54,54,22,44,66,24,49,18,42,53,19,23,33,55,55,68,19,62,27,23,46,20,39,52,34,24,25,27,18,40,42,40,32,49,48,37,26,19,44,28,23,20,54,24,41,62,70,32,61,22,38,31,68,54,37,43,25,23,30,62,45,55,66,40,26,27,37,20,73,35,37,48,28,36,51,75,21,23,32,60,20,27,39,18,71,52,28,21,37,49,25,21,19,20,26,53,21,50,42,40,41,31,18,24,72,37,24,72,21,36,25,39,32,74,59,51,59,70,31,39,48,42,22,19,24,68,45,49,60,70,21,18,50,22,66,55,20,40,38,40,24,60,35,55,36,45,52,18,24,66,28,19,36,25,65,32,19,31,24,24,46,27,18,20,26,38
15,28,24,19,37,21,68,66,61,19,29,31,41,67,32,65,32,22,24,56,22,36,28,31,32,19,18,75,19,33,42,20,41,72,52,25,18,19,18,74,38,69,58,48,47,73,53,42,19,28,23,30,41,55,38,68,32,55,63,73,33,39,31,66,19,32,55,54,29,39,41,32,24,21,31,56,42,47,29,30,23,35,44,18,23,26,51,65,18,30,49,59,35,37,27,69,51,22,56,55,58,26,40,43,53,74,27,69,44,63,18,67,72,26,30,67,23,50,29,38,54,42,49,61,26,72,37,20,30,20,22,37,49,30,54,30,31,40,24,18,41,32,19,21,33,69,18,58,48,21,40,28,31,45,24,49,20,68,26,71,39,62,48,18,27,48,20,48,68,33,22,36,46,22,53,66,53,62,19,37,63,49,67,25,19,46,22,21,27,33,22,51,31,39,70,32,29,73,29,18,30,51,49,65,41,18,40,47,23,24,46,22,64,66,25,38,75,66,28,24,40,18,37,19,63,29,51,37,52,29,46,36,68,59,27,60,52,21,59,65,61,22,39,59,49,40,55,28,33,55,25,65,66,29,37,71,73,25,60,30,19,56,63,56,36,45,56,62,60,56,25,20,33,49,68,64,36,53,60,20,21,20,71,48,31,37,24,22,36,38,23,45,62,23,20,49,27,28,69,23,31
16,71,23,48,25,66,55,39,30,58,23,41,24,50,23,31,39,25,19,52,53,64,27,36,69,35,34,22,28,28,23,38,67,48,48,23,47,75,23,61,20,50,68,38,19,50,32,24,31,20,34,30,70,62,34,22,62,28,27,25,18,73,48,38,62,73,74,56,60,18,56,40,43,32,28,26,20,70,18,50,70,43,19,54,60,24,63,53,29,71,51,60,27,38,46,60,27,32,19,19,23,23,26,22,71,38,37,43,54,74,35,50,23,26,40,68,22,40,58,22,38,47,31,29,41,46,24,54,34,32,63,59,28,49,69,34,40,75,29,49,48,47,24,45,35,62,30,74,60,68,22,21,19,75,32,71,30,19,36,24,54,66,19,43,24,69,19,27,18,44,18,74,69,41,25,30,21,20,43,52,36,64,36,22,20,26,53,59,44,73,42,32,65,40,21,21,60,23,74,44,58,51,41,24,41,41,74,20,69,27,29,26,40,19,20,39,24,25,51,34,45,38,29,70,23,27,31,30,19,26,52,22,52,23,23,38,53,19,22,72,41,18,67,35,24,31,56,54,39,54,20,28,22,47,22,34,65,61,30,33,24,18,38,42,30,51,31,37,47,34,58,58,23,23,74,28,22,29,62,59,47,34,31,44,26,38,35,44,24,49,19,38,39,22,53,46,59,52,46,56,25
17,65,65,42,44,66,22,61,51,19,45,21,56,23,20,21,24,26,64,20,22,47,27,20,42,34,54,31,26,68,27,26,37,59,19,26,45,70,36,22,19,48,47,18,26,38,19,25,46,18,72,50,32,64,37,72,18,53,63,45,62,33,27,33,38,31,24,27,72,34,26,35,55,30,58,62,33,47,22,35,44,24,30,53,35,37,20,55,40,22,73,20,18,65,24,37,38,30,46,32,51,54,27,20,22,35,63,46,58,26,27,68,36,19,41,34,52,19,48,51,19,66,20,18,42,25,51,42,56,25,68,62,30,51,20,49,45,21,18,52,24,56,26,46,26,27,62,29,42,36,19,38,31,52,24,37,59,63,23,63,20,49,37,52,75,60,54,73,62,46,60,75,52,27,35,39,39,29,73,72,27,51,48,37,43,71,25,18,26,20,29,27,67,69,49,53,26,30,23,38,24,33,41,18,72,27,19,58,27,39,20,35,26,64,61,55,23,23,24,51,41,28,65,39,28,42,50,73,31,32,34,55,37,40,27,38,25,54,21,60,25,36,23,53,50,39,20,25,73,58,49,74,32,43,50,46,37,21,71,24,19,32,61,18,42,29,35,31,71,42,23,54,56,33,24,35,30,19,20,24,51,23,40,56,31,50,24,43,71,23,42,20,31,56,62,66,66,72,33,43,34
18,32,56,65,21,21,45,66,62,35,21,64,65,36,25,73,37,44,23,61,53,52,44,56,37,34,49,19,23,65,23,41,44,65,28,34,70,47,39,58,19,46,39,27,53,32,39,57,19,64,63,24,35,57,36,21,30,73,62,29,30,19,32,28,54,45,21,45,52,22,20,20,69,41,35,18,69,32,41,20,37,38,72,64,20,28,20,41,30,19,25,18,53,22,70,39,18,25,19,28,63,64,65,18,62,41,21,28,69,18,47,36,75,47,66,55,65,23,35,51,58,22,55,49,45,53,57,39,65,52,20,62,26,21,20,61,61,33,53,28,33,19,59,21,33,20,22,38,54,52,43,34,29,33,52,48,72,27,22,43,60,21,64,20,24,23,24,37,33,46,28,25,31,29,28,39,24,44,47,40,62,44,23,37,64,22,64,51,67,38,19,48,23,35,18,54,42,58,35,19,60,53,29,52,61,25,55,37,40,26,68,30,28,62,35,34,18,43,58,25,46,59,39,20,53,73,30,67,59,19,20,64,18,43,45,64,21,51,74,47,22,40,69,49,39,50,74,49,40,23,26,73,22,30,19,61,22,23,30,33,58,54,31,50,34,22,52,28,28,39,41,34,18,26,52,20,20,66,18,20,29,26,62,49,41,42,31,18,40,31,55,67,18,67,35,48,24,30,74,19,26
19,26,27,35,50,24,32,31,52,56,24,44,28,22,31,24,27,20,20,35,36,36,69,42,53,39,21,18,48,66,21,27,21,23,30,55,46,46,58,48,69,41,50,43,38,27,33,34,53,40,23,24,48,21,18,21,29,19,27,58,42,43,43,61,59,43,20,21,20,66,50,45,21,61,18,44,25,58,25,66,39,21,30,29,69,57,18,20,52,57,35,28,25,31,32,22,68,49,21,34,30,46,21,28,75,45,65,26,57,73,21,22,72,25,19,58,74,24,60,26,60,21,33,56,57,58,20,19,26,30,30,55,69,49,62,28,67,49,26,25,23,46,54,32,54,57,25,31,28,26,23,19,48,48,21,27,34,44,68,37,52,19,53,52,32,63,75,31,68,70,72,27,20,41,33,36,24,20,25,21,29,42,56,32,20,32,36,67,21,64,59,34,18,27,19,21,29,29,33,19,25,39,44,42,43,18,66,55,25,20,45,25,22,51,60,54,48,28,19,69,18,32,67,23,67,51,26,29,27,46,63,51,19,26,46,20,68,30,23,55,39,29,54,73,43,65,63,24,54,30,46,50,51,29,34,52,31,37,54,26,28,27,75,63,41,47,56,25,24,34,36,27,64,20,59,68,41,28,26,52,38,27,30,45,26,61,19,42,60,40,40,22,18,42,35,20,69,19,35,72,64
