,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299
10,25,50,31,47,49,24,21,58,22,20,24,44,22,47,51,45,36,24,71,43,22,20,74,54,31,26,44,53,31,45,43,43,21,18,38,20,49,37,38,21,67,37,18,18,32,30,43,31,71,53,21,72,29,56,20,46,51,32,52,21,18,30,22,24,50,20,36,20,19,19,27,37,40,29,23,19,45,22,27,29,20,20,57,49,24,52,49,59,21,33,18,39,36,35,20,21,62,19,20,38,49,21,41,41,32,26,18,37,59,18,19,20,47,36,59,38,48,24,62,55,22,21,46,18,28,19,60,34,26,52,61,36,23,30,55,33,70,42,46,23,19,56,39,25,35,59,31,64,46,18,63,38,73,21,46,56,34,31,46,24,20,49,40,30,18,25,55,26,58,30,19,19,24,21,28,20,22,20,65,24,70,74,20,29,42,46,58,20,24,37,41,32,30,33,60,38,73,34,72,46,72,54,25,22,39,19,20,27,22,34,26,18,48,52,19,44,29,70,20,64,44,22,71,59,21,43,40,18,32,20,21,57,58,36,61,22,27,24,75,37,20,23,22,23,30,60,48,20,18,26,24,57,53,24,18,64,28,59,29,24,32,26,23,53,23,21,59,24,70,66,25,24,31,24,22,27,18,39,61,70,56,21,48,73,21,40,51,67,23,65,18,21,36,31,21,18,56,18,20,41
11,21,19,18,24,46,24,18,19,25,73,49,21,43,21,22,42,22,38,36,52,73,21,27,63,44,62,23,65,22,20,74,61,20,75,22,32,23,25,24,20,22,39,27,40,55,74,24,60,33,20,25,59,20,30,20,18,23,28,37,20,35,69,22,70,23,21,18,23,37,50,68,60,24,21,20,23,22,64,25,23,43,72,19,50,39,57,32,31,22,24,50,21,18,25,20,32,20,36,32,37,28,21,24,39,52,23,19,42,63,19,23,39,29,61,18,74,44,46,34,19,26,27,27,64,28,32,34,21,64,70,23,47,36,65,19,19,27,67,19,20,35,42,22,30,69,19,24,55,38,29,62,22,29,24,20,37,23,18,25,24,58,64,23,43,21,21,35,42,63,19,39,29,29,32,35,75,29,46,29,18,51,32,43,35,40,18,33,56,30,58,43,20,41,20,20,23,20,72,30,39,19,26,20,52,23,58,22,36,49,68,50,39,19,38,18,37,33,21,73,22,30,55,54,62,19,74,30,32,47,24,42,20,29,61,33,51,52,21,22,22,48,37,52,23,64,47,30,62,29,43,24,67,39,47,63,42,43,50,47,46,20,27,20,21,22,24,75,24,18,29,73,43,38,20,37,66,27,35,62,21,42,24,52,18,23,18,50,74,67,74,35,24,19,37,60,27,27,45,55,21
12,18,38,73,62,24,30,20,51,55,61,36,38,22,37,40,55,20,43,68,23,26,32,64,19,20,21,21,26,20,32,52,40,46,26,26,23,33,24,20,19,32,56,41,18,28,23,22,20,30,69,40,46,32,38,19,43,19,19,23,23,51,20,32,29,65,57,26,26,41,51,26,59,24,19,44,24,26,69,36,32,23,25,40,72,22,34,19,24,74,42,43,52,43,60,19,24,20,22,53,65,61,63,47,20,66,21,21,34,24,21,54,55,38,19,23,21,24,34,20,58,20,27,29,57,21,68,44,28,20,68,19,45,23,65,19,56,27,52,27,24,48,44,38,51,18,38,45,67,38,23,47,63,20,19,24,58,18,53,22,52,69,24,56,29,26,36,20,44,26,20,19,34,26,18,21,23,27,29,18,22,64,43,21,38,63,67,59,36,20,22,63,69,21,24,22,31,72,23,24,23,25,63,51,18,24,61,25,30,50,65,57,73,23,30,68,26,41,19,30,43,22,65,24,53,24,73,65,20,20,65,55,30,40,44,57,22,29,19,19,39,23,25,68,18,19,45,40,30,47,47,21,20,33,41,29,31,36,32,40,25,18,21,22,61,61,18,39,50,69,18,54,42,25,45,23,43,23,72,22,27,18,20,24,45,47,21,23,36,31,46,26,18,55,18,47,60,48,49,21,28
13,23,32,24,37,22,23,41,30,19,30,58,34,57,70,39,48,18,63,33,23,20,49,34,24,20,19,33,18,73,59,27,60,53,42,31,18,35,25,32,29,44,23,23,19,28,47,21,20,24,72,35,29,28,24,28,73,36,20,43,68,18,30,44,20,37,42,74,69,34,19,64,75,25,37,22,21,20,18,26,65,19,22,47,38,67,45,66,34,57,20,51,21,18,21,29,39,65,18,49,18,50,31,28,20,41,20,32,25,57,22,35,23,65,18,34,24,18,43,44,41,63,26,23,18,38,74,24,40,23,31,33,22,24,66,39,21,55,36,42,49,62,42,29,20,25,59,24,63,24,57,51,35,53,22,47,20,37,54,21,31,18,20,48,26,34,29,41,33,20,41,40,39,37,37,24,58,23,57,24,46,60,24,24,69,18,20,44,18,20,32,23,33,22,66,59,40,28,33,47,18,20,20,23,42,27,68,39,18,33,72,63,26,21,52,18,27,65,27,70,22,25,24,28,70,20,57,18,34,20,19,24,22,31,20,28,64,24,33,23,47,39,68,37,61,23,43,66,19,32,26,25,29,20,56,64,27,47,24,34,45,25,45,18,43,51,34,46,60,61,18,46,36,18,48,49,35,22,26,64,23,39,32,54,55,53,61,65,49,34,19,64,40,45,24,45,38,25,63,20,74
14,28,45,25,23,19,44,22,21,20,70,53,23,64,18,18,18,29,18,20,26,38,21,19,20,18,21,26,22,25,52,33,22,32,21,22,26,71,50,75,43,24,37,41,32,30,19,44,30,30,27,20,27,48,52,20,40,27,18,20,49,54,33,24,60,48,36,34,22,19,29,24,49,31,67,57,56,21,47,42,21,27,52,19,41,52,21,19,19,67,32,20,26,19,27,39,23,19,70,50,20,58,18,19,39,19,38,25,19,74,20,57,72,32,37,34,25,21,41,63,30,73,60,25,66,19,46,21,20,44,21,71,47,54,22,63,42,20,31,19,48,22,18,20,23,67,19,22,22,39,34,23,64,50,24,53,24,19,33,39,60,66,61,19,70,19,43,18,63,61,34,43,18,73,19,22,48,42,23,71,24,32,41,21,21,32,64,27,24,64,18,30,56,27,21,26,19,20,43,18,35,64,56,19,48,42,62,72,43,20,29,22,42,49,44,48,63,45,74,46,35,58,38,25,24,18,24,55,65,18,37,37,21,20,44,26,23,62,71,62,27,23,30,18,38,23,41,47,21,19,72,24,70,66,40,34,44,22,64,74,69,24,25,61,18,68,72,55,62,74,31,18,50,51,21,27,18,21,28,19,71,28,54,73,45,22,34,21,31,74,66,24,19,53,24,72,21,18,19,74,49
15,21,62,56,31,36,21,71,18,36,58,33,29,75,25,21,25,30,22,75,63,49,72,49,71,34,19,25,74,74,28,22,18,20,44,19,23,57,24,54,19,18,73,64,20,38,50,21,39,55,27,72,20,35,20,63,52,24,37,22,39,66,19,35,74,20,51,18,47,23,24,54,60,36,49,55,40,21,53,45,35,27,18,21,20,55,19,33,23,22,19,70,33,69,38,74,68,62,21,19,22,24,21,70,28,62,49,18,38,48,38,25,31,70,64,52,29,20,66,19,18,40,60,21,20,46,20,20,27,32,65,19,20,22,19,43,18,24,19,55,31,39,28,22,25,24,20,53,25,55,46,23,29,26,55,19,19,35,31,48,39,51,25,32,49,19,26,75,67,57,54,65,22,64,47,35,27,26,19,75,21,20,27,49,21,35,54,36,49,25,23,19,19,24,50,45,23,60,71,37,21,19,38,35,23,24,52,34,29,38,49,24,31,18,24,24,54,36,63,20,36,54,45,23,46,20,56,70,20,47,22,41,18,33,33,18,40,72,19,72,22,39,69,23,49,26,43,21,29,23,55,20,43,28,27,35,45,19,39,22,42,23,22,54,19,39,18,25,37,30,22,20,18,27,33,23,19,29,20,59,33,29,18,36,23,56,26,20,24,66,20,49,19,30,70,43,21,18,41,22,19
16,18,57,18,19,24,24,22,43,23,24,28,19,23,62,22,41,35,46,26,23,19,48,22,51,24,29,21,26,21,52,21,21,71,60,73,46,41,28,55,24,44,54,23,47,46,22,43,49,43,20,32,22,22,52,75,22,21,19,34,49,36,62,21,42,42,56,63,19,53,45,38,33,43,58,21,59,33,28,22,23,40,30,26,62,28,54,29,53,65,61,70,29,21,49,18,25,55,48,18,56,22,20,58,21,70,28,24,33,58,26,33,18,23,19,36,62,19,19,66,18,48,52,29,38,19,40,48,22,53,24,38,72,43,20,18,21,24,36,68,31,26,23,19,18,50,71,30,28,21,75,25,51,58,62,62,36,73,36,67,24,24,64,37,36,21,32,21,73,28,20,22,26,58,51,51,47,24,19,21,19,23,19,19,52,22,73,30,41,19,22,21,24,32,23,35,45,23,72,18,75,19,19,19,19,18,57,24,33,51,36,19,72,73,18,38,19,39,28,36,23,18,31,67,25,60,33,21,24,36,27,29,19,24,25,29,22,44,34,57,26,19,67,39,74,34,21,20,23,23,31,19,19,56,33,26,59,22,55,49,23,24,20,74,75,28,31,63,34,19,46,21,18,36,33,19,75,30,36,24,48,18,23,31,22,51,61,20,24,20,53,30,19,68,23,59,28,68,60,45,71
17,21,20,23,42,27,27,75,56,27,26,57,50,41,22,35,52,20,28,24,20,29,52,25,72,22,67,24,19,66,30,26,23,32,59,34,20,19,70,18,18,22,19,67,36,57,18,60,49,70,22,64,44,42,58,38,20,26,57,70,26,45,19,39,32,35,29,56,18,21,51,52,30,21,23,54,73,19,18,33,50,31,38,30,38,24,25,30,27,71,49,39,58,22,36,51,18,29,30,30,24,22,49,25,23,37,64,27,62,22,67,72,38,31,41,61,40,27,21,61,55,21,68,41,20,41,56,33,29,29,25,60,34,24,42,70,74,68,51,20,50,64,38,65,22,26,63,46,54,43,62,34,18,50,58,43,21,19,55,67,28,27,18,29,20,31,72,31,46,30,57,21,20,27,26,23,35,18,73,38,22,40,26,49,49,52,29,33,37,56,56,21,48,33,59,28,27,28,27,28,22,18,47,21,26,20,36,40,18,24,74,22,31,21,31,30,22,21,60,20,18,58,36,22,22,26,22,18,72,42,18,39,43,28,37,20,26,20,30,47,24,37,43,21,26,20,52,22,26,73,27,32,56,25,19,62,18,71,26,29,19,60,20,20,26,67,54,73,19,33,40,36,24,66,19,38,60,66,23,33,73,47,49,30,22,62,41,22,39,18,40,18,26,18,18,66,23,19,23,54,38
18,48,52,26,18,21,27,18,31,27,19,20,19,21,28,20,18,20,38,64,18,25,53,20,24,30,22,19,26,25,55,21,61,21,38,67,44,21,31,20,70,21,68,18,24,26,24,74,19,45,20,40,45,27,57,22,41,64,40,19,47,20,67,38,48,48,31,23,64,67,35,58,18,37,19,25,75,35,24,63,21,24,21,21,45,41,28,74,40,43,59,22,22,30,53,47,61,21,48,52,63,50,21,19,24,26,34,62,37,40,30,24,38,53,21,63,29,21,19,56,37,24,20,25,35,21,22,67,24,50,40,69,67,23,21,40,62,71,19,43,40,35,36,51,34,39,61,30,23,40,30,41,18,54,32,20,20,22,43,40,20,18,54,18,72,20,64,23,24,60,31,27,26,71,36,38,41,21,36,54,55,41,19,22,18,69,24,62,20,47,36,33,21,25,55,43,64,51,22,32,18,26,21,20,30,18,23,28,25,68,46,38,43,30,24,20,32,50,52,22,24,20,36,24,18,21,29,41,60,42,23,25,27,69,20,75,22,44,44,23,63,66,20,24,20,51,37,60,64,24,33,20,37,23,18,58,20,43,24,37,41,34,26,37,65,32,34,18,24,59,18,24,22,18,41,38,45,20,50,26,47,27,21,26,31,23,74,21,42,74,68,74,24,57,24,19,39,22,26,46,27
19,18,45,20,19,21,19,23,20,65,19,19,44,18,26,46,19,35,23,55,23,34,42,18,24,55,23,33,73,49,34,37,25,43,74,22,53,20,21,41,61,49,31,22,59,21,19,62,30,22,23,25,18,24,38,21,58,33,59,22,61,25,21,37,75,29,51,34,20,40,19,27,35,35,19,22,25,28,24,68,20,18,29,71,20,20,56,37,18,18,18,37,22,19,31,21,45,62,26,35,28,36,24,22,49,19,33,69,58,56,21,21,31,75,18,43,45,54,44,34,50,29,21,48,35,19,64,45,32,19,49,39,20,23,25,58,21,70,19,23,21,71,18,19,20,24,35,24,22,68,38,18,20,28,33,49,21,18,27,21,23,55,20,29,18,19,35,67,69,37,58,41,27,46,24,54,19,23,27,52,59,21,18,51,22,60,24,50,18,25,31,29,18,66,23,33,48,52,28,44,59,54,42,70,20,28,34,53,21,24,21,22,25,23,20,39,46,22,21,26,41,30,21,18,67,20,60,22,56,22,49,40,22,19,24,48,31,28,24,29,33,25,22,40,58,24,19,21,23,45,22,26,40,22,19,19,40,50,20,20,22,65,39,58,20,54,73,72,20,21,30,39,21,19,27,71,20,18,38,18,52,49,23,53,36,51,71,65,22,22,47,74,43,67,40,19,33,22,32,26,19
